-1	-481.796	311.118	144.999
0	0.0604549	-63.6114	-45.0924
1	0.0535459	-63.6495	-35.0268
2	-0.0411173	-63.5394	-24.93
3	-0.0280783	-63.6546	-15.027
4	-0.0974397	-63.5764	-5.08802
5	-0.0363756	-63.6835	4.90216
6	0.0616735	-63.6606	14.9483
7	0.0398439	-63.6396	24.981
8	0.0154766	-63.6668	35.0751
9	-0.0769393	-63.6887	45.0827
10	-7.17008	-56.6571	-44.9904
11	-7.16387	-56.5036	-34.9017
12	-7.09201	-56.6448	-24.9029
13	-7.12334	-56.573	-15.0192
14	-7.05172	-56.5705	-5.05739
15	-7.04112	-56.507	4.99737
16	-7.04034	-56.5454	15.075
17	-6.99346	-56.6057	24.9737
18	-7.11383	-56.4903	35.0451
19	-7.14013	-56.4673	45.0947
20	-14.2297	-49.5953	-45.0954
21	-14.1215	-49.5884	-34.932
22	-14.1246	-49.5096	-24.9099
23	-14.1289	-49.4621	-15.0159
24	-14.0495	-49.543	-4.91939
25	-14.2082	-49.4133	5.04064
26	-14.1122	-49.4828	14.9622
27	-14.1386	-49.5054	25.0236
28	-14.0664	-49.4485	35.0004
29	-14.1226	-49.4178	45.0001
30	-21.2002	-42.3345	-44.9994
31	-21.1971	-42.4143	-34.992
32	-21.2305	-42.4972	-24.9058
33	-21.2417	-42.3843	-14.9721
34	-21.159	-42.392	-4.91926
35	-21.1798	-42.3585	5.06325
36	-21.2405	-42.4291	14.9762
37	-21.1796	-42.326	25.0666
38	-21.2574	-42.3506	35.0139
39	-21.1584	-42.4315	44.9919
40	-28.3306	-35.4479	-45.018
41	-28.2314	-35.3323	-34.9078
42	-28.3248	-35.4502	-25.0803
43	-28.332	-35.3793	-14.9401
44	-28.2054	-35.4257	-5.00754
45	-28.2261	-35.2928	4.95848
46	-28.2642	-35.4207	15.054
47	-28.1894	-35.2877	25.0526
48	-28.2242	-35.4325	35.0265
49	-28.3116	-35.2783	44.9195
50	-35.292	-28.3542	-45.075
51	-35.4114	-28.2021	-34.954
52	-35.4206	-28.3434	-24.9509
53	-35.4023	-28.2918	-15.0769
54	-35.4437	-28.3137	-5.04922
55	-35.3527	-28.3563	4.9113
56	-35.2956	-28.2369	14.9439
57	-35.343	-28.2428	24.9096
58	-35.3918	-28.2834	34.9304
59	-35.2667	-28.2115	44.9054
60	-42.5194	-21.1778	-45.0666
61	-42.4958	-21.1348	-35.0866
62	-42.3512	-21.3009	-25.0479
63	-42.4035	-21.2488	-14.9576
64	-42.3818	-21.2381	-5.08924
65	-42.3324	-21.1363	4.93658
66	-42.5224	-21.1775	15.0817
67	-42.4799	-21.266	25.0211
68	-42.4717	-21.2034	34.9198
69	-42.4427	-21.2156	45.0904
70	-49.5096	-14.1384	-44.9766
71	-49.4776	-14.1089	-35.0006
72	-49.4656	-14.1348	-24.9907
73	-49.4149	-14.213	-14.9286
74	-49.4738	-14.0694	-5.05582
75	-49.4645	-14.0764	4.91873
76	-49.4293	-14.0736	15.0521
77	-49.4489	-14.2281	25.097
78	-49.5292	-14.1744	35.0045
79	-49.5109	-14.0918	45.0998
80	-56.5928	-7.13387	-44.999
81	-56.4708	-7.01521	-35.0683
82	-56.5728	-7.08455	-24.9635
83	-56.6648	-7.10316	-14.9369
84	-56.4948	-6.98076	-4.96668
85	-56.652	-7.04898	4.9965
86	-56.6346	-7.08199	14.9626
87	-56.4839	-7.13466	24.9741
88	-56.4882	-7.06765	35.0393
89	-56.5851	-6.98227	44.9871
90	-63.6576	-0.0366811	-44.9783
91	-63.558	-0.0403334	-35.0251
92	-63.7277	0.0540473	-24.9413
93	-63.5926	0.0563829	-15.076
94	-63.6309	0.0287485	-5.0884
95	-63.6989	0.0439153	5.03102
96	-63.6038	0.0764263	14.9174
97	-63.5426	0.0596929	24.9512
98	-63.6699	0.0385903	35.0519
99	-63.732	-0.0793705	45.038
100	7.06318	-56.5691	-44.9015
101	6.98348	-56.5891	-35.0446
102	7.05696	-56.5787	-25.0934
103	7.01429	-56.6333	-14.9399
104	7.03687	-56.5261	-5.01396
105	7.04708	-56.487	4.92713
106	6.97672	-56.5527	15.1007
107	6.99276	-56.5573	25.0576
108	7.04254	-56.4891	34.9933
109	6.99307	-56.483	45.0111
110	0.0588299	-49.5199	-45.0906
111	0.0559778	-49.5078	-35.0123
112	-0.0900405	-49.4221	-24.9237
113	-0.0848443	-49.5792	-15.0896
114	0.0739021	-49.5136	-4.94836
115	-0.0414359	-49.4379	5.03201
116	-0.0156912	-49.4325	14.9466
117	-0.0163531	-49.411	25.0567
118	-0.0601548	-49.5398	35.0349
119	0.031801	-49.518	45.0192
120	-7.12935	-42.4884	-44.9046
121	-7.12135	-42.3328	-35.0163
122	-7.03507	-42.5233	-25.0423
123	-7.06015	-42.5085	-15.0254
124	-7.05115	-42.335	-4.94286
125	-7.1009	-42.4769	5.01541
126	-7.17027	-42.393	14.9791
127	-7.12503	-42.5098	24.9642
128	-7.16976	-42.4703	35.0205
129	-7.03626	-42.3389	45.0986
130	-14.1894	-35.4266	-45.0649
131	-14.1954	-35.3774	-35.0728
132	-14.113	-35.442	-25.0712
133	-14.0567	-35.3317	-15.0549
134	-14.1835	-35.4123	-5.06502
135	-14.2277	-35.3427	4.98298
136	-14.1137	-35.3425	14.9149
137	-14.236	-35.2971	24.93
138	-14.1732	-35.2963	34.9845
139	-14.0541	-35.3621	44.9705
140	-21.1278	-28.2388	-45.0024
141	-21.2941	-28.1928	-34.9262
142	-21.2683	-28.2644	-24.9146
143	-21.2409	-28.2798	-14.9926
144	-21.1971	-28.2219	-4.95126
145	-21.1635	-28.2082	4.95966
146	-21.2819	-28.2805	15.0708
147	-21.2684	-28.2751	25.0274
148	-21.2398	-28.207	34.9847
149	-21.1567	-28.2197	45.0763
150	-28.3585	-21.1639	-44.9801
151	-28.2623	-21.1457	-34.9905
152	-28.2899	-21.3016	-25.0725
153	-28.3058	-21.2302	-14.9699
154	-28.1998	-21.115	-5.00935
155	-28.2524	-21.1662	4.96485
156	-28.1942	-21.1358	15.0668
157	-28.2247	-21.292	24.974
158	-28.2987	-21.2195	34.9495
159	-28.2154	-21.2639	44.9123
160	-35.3113	-14.1679	-44.9404
161	-35.3928	-14.047	-34.9749
162	-35.2847	-14.1536	-24.9653
163	-35.2586	-14.0762	-15.0843
164	-35.3298	-14.0928	-5.08816
165	-35.4406	-14.162	5.05681
166	-35.3771	-14.173	15.0322
167	-35.4117	-14.2145	25.0514
168	-35.3391	-14.13	34.9431
169	-35.291	-14.1622	44.9904
170	-42.351	-7.14818	-44.9375
171	-42.3928	-7.08689	-34.9445
172	-42.4691	-7.11747	-25.0582
173	-42.3358	-7.12194	-15.0945
174	-42.5216	-6.99767	-4.94732
175	-42.5111	-6.98413	4.93059
176	-42.3557	-7.10712	14.9976
177	-42.4249	-7.06474	25.023
178	-42.4749	-7.14971	34.9329
179	-42.4332	-6.98657	45.0107
180	-49.4151	0.058679	-44.9687
181	-49.454	-0.0091361	-35.0869
182	-49.4999	0.046755	-25.0357
183	-49.4595	0.0359197	-14.9889
184	-49.4553	0.0393562	-5.01781
185	-49.504	0.0532492	4.96679
186	-49.4748	0.0225706	15.0284
187	-49.5786	-0.0773268	24.9324
188	-49.457	-0.0272236	34.9514
189	-49.4255	0.0645731	44.9336
190	-56.587	7.11663	-44.9103
191	-56.6572	7.05854	-35.0219
192	-56.6455	7.15456	-25.0776
193	-56.5825	7.091	-14.9442
194	-56.4728	7.03161	-5.00738
195	-56.5919	7.12351	4.94336
196	-56.5265	7.04462	15.0634
197	-56.5995	7.0619	25.0836
198	-56.5685	7.0008	34.9539
199	-56.5185	7.17125	44.9159
200	14.2231	-49.5192	-44.9412
201	14.2114	-49.5095	-35.0564
202	14.0882	-49.4882	-25.0756
203	14.1091	-49.4039	-14.9583
204	14.0635	-49.4098	-4.90041
205	14.1547	-49.5349	5.04936
206	14.1967	-49.5946	14.9202
207	14.1588	-49.5273	25.0084
208	14.141	-49.429	35.0355
209	14.1935	-49.4807	45.033
210	7.13711	-42.4289	-45.0897
211	7.09455	-42.4601	-35.0028
212	7.13679	-42.4145	-25.0945
213	7.15985	-42.3479	-14.9019
214	7.10019	-42.3269	-4.91529
215	7.09839	-42.4147	4.94623
216	7.04637	-42.4606	14.948
217	7.06523	-42.3444	25.0171
218	6.97226	-42.4459	34.9846
219	7.10636	-42.495	45.1003
220	-0.0329418	-35.2583	-45.0034
221	-0.0240549	-35.3354	-34.9383
222	0.0717573	-35.3703	-25.0275
223	0.0758456	-35.3821	-15.0502
224	0.0725219	-35.4535	-5.05191
225	0.055849	-35.3268	5.05856
226	0.100699	-35.4521	14.9232
227	-0.0526455	-35.3585	24.9041
228	0.0631133	-35.3579	34.9834
229	-0.0537168	-35.4231	45.0135
230	-7.1257	-28.2856	-44.9908
231	-7.03052	-28.2104	-35.0722
232	-7.07018	-28.2394	-24.9885
233	-6.99908	-28.2643	-14.9166
234	-7.15066	-28.2925	-4.91617
235	-7.10395	-28.3374	5.01103
236	-7.14677	-28.3374	15.013
237	-7.12494	-28.2908	24.9085
238	-7.12225	-28.3284	35.0046
239	-7.04028	-28.2829	45.0354
240	-14.199	-21.1672	-45.0674
241	-14.0912	-21.2276	-35.0951
242	-14.0648	-21.1276	-24.9517
243	-14.1547	-21.1565	-15.0332
244	-14.1727	-21.137	-4.943
245	-14.1903	-21.2708	4.90237
246	-14.0806	-21.2474	14.9477
247	-14.1691	-21.2022	25.0396
248	-14.162	-21.1543	35.0939
249	-14.0588	-21.2244	44.9938
250	-21.1957	-14.1111	-45.0619
251	-21.1645	-14.1612	-34.978
252	-21.161	-14.185	-24.994
253	-21.2141	-14.0986	-15.039
254	-21.1487	-14.2303	-5.0645
255	-21.1931	-14.1795	4.97624
256	-21.1921	-14.2191	15.0404
257	-21.1458	-14.1471	24.9497
258	-21.2075	-14.068	34.907
259	-21.215	-14.0857	44.9941
260	-28.1935	-7.09816	-45.0767
261	-28.3568	-7.15068	-34.9976
262	-28.2362	-6.99967	-24.9423
263	-28.3316	-7.10176	-15.0006
264	-28.272	-7.13849	-4.99057
265	-28.2379	-7.01959	5.07022
266	-28.363	-7.09971	15.0915
267	-28.224	-7.13353	24.9847
268	-28.3757	-7.02911	34.957
269	-28.3701	-7.13214	44.9116
270	-35.3482	-0.0715605	-45.0175
271	-35.3263	-0.0455138	-34.9991
272	-35.4252	0.101179	-25.0297
273	-35.2689	-0.047545	-14.9624
274	-35.3708	0.0633308	-4.93188
275	-35.2628	0.00832819	5.01758
276	-35.294	0.0281815	15.0869
277	-35.3039	-0.0129788	24.9224
278	-35.4206	-0.00579832	35.0624
279	-35.365	0.00698894	45.0993
280	-42.4256	6.98376	-45.0744
281	-42.3445	7.11127	-35.0221
282	-42.445	7.1398	-25.0231
283	-42.3762	7.1247	-14.9728
284	-42.44	7.00764	-5.01169
285	-42.4733	6.99862	5.09446
286	-42.3571	7.15844	15.0205
287	-42.3715	7.10834	24.9053
288	-42.3505	7.14154	34.9973
289	-42.3894	7.03037	44.9021
290	-49.4624	14.2006	-45.0875
291	-49.4382	14.1808	-34.9496
292	-49.5618	14.0605	-24.9833
293	-49.4863	14.209	-15.032
294	-49.5605	14.0937	-4.99774
295	-49.4736	14.1451	5.02747
296	-49.4805	14.1127	15.0125
297	-49.5614	14.0659	24.9474
298	-49.5575	14.2401	34.9156
299	-49.4615	14.1754	44.9725
300	21.2486	-42.4617	-45.0715
301	21.2597	-42.5043	-34.9353
302	21.2087	-42.4705	-24.9195
303	21.124	-42.3612	-14.9551
304	21.1907	-42.3261	-4.9061
305	21.2915	-42.404	4.99437
306	21.2176	-42.4889	15.0625
307	21.1288	-42.4548	25.0837
308	21.1748	-42.4167	35.0792
309	21.189	-42.4826	45.0099
310	14.1892	-35.2766	-44.9262
311	14.2164	-35.3307	-34.905
312	14.1797	-35.4358	-25.0499
313	14.1589	-35.4256	-15.0855
314	14.1023	-35.3487	-5.08603
315	14.0948	-35.3709	5.03548
316	14.1878	-35.267	15.0721
317	14.1489	-35.4521	24.9429
318	14.1313	-35.391	35.0517
319	14.1091	-35.3158	45.0947
320	7.14675	-28.2982	-44.9276
321	7.11919	-28.3247	-35.004
322	7.11285	-28.1879	-24.9855
323	7.16157	-28.2719	-14.9567
324	6.97468	-28.2124	-5.05109
325	6.98727	-28.3605	5.03232
326	7.12137	-28.2155	15.0196
327	7.09207	-28.3094	25.0218
328	7.13355	-28.2211	35.0851
329	7.08391	-28.3548	45.0236
330	0.00627334	-21.3088	-45.0915
331	-0.0227378	-21.1616	-35.0332
332	0.0718821	-21.2207	-25.0379
333	-0.0149855	-21.2311	-14.9267
334	-0.0730994	-21.2284	-4.95608
335	-0.025569	-21.2131	5.06655
336	-0.094626	-21.2637	15.0341
337	0.0235849	-21.1436	24.9078
338	-0.0559589	-21.1821	35.0698
339	-0.0722273	-21.2701	45.098
340	-7.02091	-14.0937	-44.899
341	-7.01382	-14.2175	-34.9488
342	-7.14836	-14.0467	-25.0577
343	-7.08767	-14.1627	-14.977
344	-7.11578	-14.1369	-5.09355
345	-6.97324	-14.0635	5.00516
346	-7.00807	-14.0592	15.0533
347	-7.07532	-14.1367	25.0215
348	-7.06894	-14.0937	34.9513
349	-7.10054	-14.067	44.993
350	-14.1748	-7.04688	-45.0601
351	-14.1752	-7.09087	-35.037
352	-14.2253	-7.06939	-25.043
353	-14.1843	-6.98723	-14.9652
354	-14.0627	-7.13317	-5.06144
355	-14.0576	-7.13658	4.91563
356	-14.1538	-6.97481	15.097
357	-14.2019	-7.0803	25.0009
358	-14.0818	-6.9794	34.9478
359	-14.232	-7.1101	44.9213
360	-21.2113	0.0270558	-44.9562
361	-21.1727	0.0926289	-35.0776
362	-21.3111	-0.0919302	-24.9777
363	-21.2555	-0.0355218	-14.9955
364	-21.122	-0.0574473	-4.9593
365	-21.2848	-0.0743002	5.0735
366	-21.2706	0.0126262	15.0681
367	-21.275	0.0514388	24.9572
368	-21.1755	0.0103453	34.9471
369	-21.1291	0.019134	45.0064
370	-28.38	6.99076	-45.0684
371	-28.2376	7.12968	-35.0776
372	-28.2166	7.13026	-25.0714
373	-28.2956	6.98641	-15.0088
374	-28.1925	6.97603	-4.96805
375	-28.2532	7.00283	5.0558
376	-28.2811	7.04387	14.9666
377	-28.3144	7.08054	24.9162
378	-28.2586	7.01672	35.0247
379	-28.2129	6.9993	44.9419
380	-35.3787	14.0731	-45.0404
381	-35.3485	14.2181	-35.0838
382	-35.3275	14.184	-24.9266
383	-35.3003	14.0709	-14.9133
384	-35.4104	14.0609	-4.91032
385	-35.2798	14.1903	4.91942
386	-35.3254	14.0918	14.9902
387	-35.2602	14.1599	25.0977
388	-35.4454	14.0838	34.9413
389	-35.3222	14.0535	44.9675
390	-42.3525	21.1994	-45.0037
391	-42.4943	21.3044	-35.03
392	-42.4794	21.2303	-25.0903
393	-42.5074	21.1835	-15.0637
394	-42.5221	21.2266	-5.04704
395	-42.3338	21.2002	5.09893
396	-42.5157	21.1283	14.9464
397	-42.4269	21.1215	25.062
398	-42.4306	21.1296	34.9015
399	-42.3907	21.2609	44.9107
400	28.3848	-35.3375	-45.0055
401	28.2797	-35.3074	-35.0166
402	28.3483	-35.2624	-24.9018
403	28.3566	-35.4455	-15.0338
404	28.1916	-35.4432	-4.92274
405	28.2432	-35.4526	4.96196
406	28.2407	-35.444	14.9747
407	28.2857	-35.3465	24.9807
408	28.2463	-35.4528	34.9947
409	28.2464	-35.3191	44.94
410	21.1847	-28.2481	-44.9428
411	21.2779	-28.3534	-34.9956
412	21.1599	-28.1901	-25.0033
413	21.1567	-28.2185	-14.9942
414	21.2215	-28.2119	-4.98275
415	21.1974	-28.3538	5.01927
416	21.258	-28.2981	15.0299
417	21.1313	-28.1974	24.938
418	21.2106	-28.3361	34.9399
419	21.304	-28.2748	45.0754
420	14.0717	-21.1329	-44.9894
421	14.2275	-21.1691	-34.9594
422	14.1305	-21.1233	-24.9661
423	14.2258	-21.2807	-15.0012
424	14.1302	-21.1733	-5.0297
425	14.0461	-21.29	4.99994
426	14.164	-21.1461	15.0853
427	14.0925	-21.1289	25.0713
428	14.1292	-21.2324	34.9186
429	14.1677	-21.2425	45.0272
430	7.07072	-14.1428	-44.9935
431	6.97998	-14.1585	-35.0505
432	7.11921	-14.0712	-25.0616
433	7.05172	-14.0886	-15.0301
434	7.14915	-14.2016	-5.09126
435	7.01807	-14.1987	4.93093
436	7.11663	-14.0779	15.097
437	7.10053	-14.2286	25.0803
438	7.07045	-14.1426	34.9601
439	7.08765	-14.2181	45.0298
440	-0.057404	-7.04849	-45.0721
441	0.0477045	-7.04081	-34.9897
442	0.0958652	-7.09391	-25.0199
443	-0.0671241	-7.01448	-15.0676
444	0.00134642	-7.03763	-5.02819
445	0.00870171	-6.99186	5.01409
446	0.0382491	-7.04752	14.9771
447	0.0338761	-7.11929	24.9895
