0	400	-50	0
1	400	-50	10
2	400	-50	20
3	400	-50	30
4	400	-50	40
5	400	-50	50
6	400	-50	60
7	400	-50	70
8	400	-50	80
9	400	-50	90
10	400	-40	0
11	400	-40	10
12	400	-40	20
13	400	-40	30
14	400	-40	40
15	400	-40	50
16	400	-40	60
17	400	-40	70
18	400	-40	80
19	400	-40	90
20	400	-30	0
21	400	-30	10
22	400	-30	20
23	400	-30	30
24	400	-30	40
25	400	-30	50
26	400	-30	60
27	400	-30	70
28	400	-30	80
29	400	-30	90
30	400	-20	0
31	400	-20	10
32	400	-20	20
33	400	-20	30
34	400	-20	40
35	400	-20	50
36	400	-20	60
37	400	-20	70
38	400	-20	80
39	400	-20	90
40	400	-10	0
41	400	-10	10
42	400	-10	20
43	400	-10	30
44	400	-10	40
45	400	-10	50
46	400	-10	60
47	400	-10	70
48	400	-10	80
49	400	-10	90
50	400	0	0
51	400	0	10
52	400	0	20
53	400	0	30
54	400	0	40
55	400	0	50
56	400	0	60
57	400	0	70
58	400	0	80
59	400	0	90
60	400	10	0
61	400	10	10
62	400	10	20
63	400	10	30
64	400	10	40
65	400	10	50
66	400	10	60
67	400	10	70
68	400	10	80
69	400	10	90
70	400	20	0
71	400	20	10
72	400	20	20
73	400	20	30
74	400	20	40
75	400	20	50
76	400	20	60
77	400	20	70
78	400	20	80
79	400	20	90
80	400	30	0
81	400	30	10
82	400	30	20
83	400	30	30
84	400	30	40
85	400	30	50
86	400	30	60
87	400	30	70
88	400	30	80
89	400	30	90
90	400	40	0
91	400	40	10
92	400	40	20
93	400	40	30
94	400	40	40
95	400	40	50
96	400	40	60
97	400	40	70
98	400	40	80
99	400	40	90
100	410	-50	0
101	410	-50	10
102	410	-50	20
103	410	-50	30
104	410	-50	40
105	410	-50	50
106	410	-50	60
107	410	-50	70
108	410	-50	80
109	410	-50	90
110	410	-40	0
111	410	-40	10
112	410	-40	20
113	410	-40	30
114	410	-40	40
115	410	-40	50
116	410	-40	60
117	410	-40	70
118	410	-40	80
119	410	-40	90
120	410	-30	0
121	410	-30	10
122	410	-30	20
123	410	-30	30
124	410	-30	40
125	410	-30	50
126	410	-30	60
127	410	-30	70
128	410	-30	80
129	410	-30	90
130	410	-20	0
131	410	-20	10
132	410	-20	20
133	410	-20	30
134	410	-20	40
135	410	-20	50
136	410	-20	60
137	410	-20	70
138	410	-20	80
139	410	-20	90
140	410	-10	0
141	410	-10	10
142	410	-10	20
143	410	-10	30
144	410	-10	40
145	410	-10	50
146	410	-10	60
147	410	-10	70
148	410	-10	80
149	410	-10	90
150	410	0	0
151	410	0	10
152	410	0	20
153	410	0	30
154	410	0	40
155	410	0	50
156	410	0	60
157	410	0	70
158	410	0	80
159	410	0	90
160	410	10	0
161	410	10	10
162	410	10	20
163	410	10	30
164	410	10	40
165	410	10	50
166	410	10	60
167	410	10	70
168	410	10	80
169	410	10	90
170	410	20	0
171	410	20	10
172	410	20	20
173	410	20	30
174	410	20	40
175	410	20	50
176	410	20	60
177	410	20	70
178	410	20	80
179	410	20	90
180	410	30	0
181	410	30	10
182	410	30	20
183	410	30	30
